Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,target
558,0.72,2,1,2,62.3,57.0,5.7,5.76,3.57,0
559,0.75,2,1,2,61.4,57.0,5.82,5.87,3.59,0
560,0.72,3,1,2,62.1,58.0,5.73,5.76,3.57,0
561,0.79,2,3,2,61.8,56.0,5.93,5.91,3.66,0
562,0.72,4,2,5,62.5,58.0,5.71,5.75,3.58,0
564,0.71,3,3,7,62.1,57.0,5.75,5.65,3.54,0
565,0.81,3,3,2,63.0,60.0,5.87,5.81,3.68,0
567,0.71,3,2,4,62.2,58.0,5.72,5.66,3.54,0
568,0.9,1,6,2,64.3,63.0,6.05,6.01,3.88,0
569,0.8,4,5,5,62.0,58.0,5.86,5.95,3.66,0
570,0.56,4,1,1,61.0,59.0,5.28,5.34,3.24,0
573,0.61,2,2,7,61.7,55.0,5.45,5.48,3.37,0
576,0.8,2,3,5,62.2,56.0,5.94,5.87,3.67,0
577,0.8,2,4,5,62.8,57.0,5.91,5.87,3.7,0
578,0.51,4,0,6,59.9,58.0,5.16,5.19,3.1,0
579,0.53,2,2,6,61.4,57.0,5.2,5.23,3.2,0
580,0.78,2,5,5,61.8,55.0,5.92,5.95,3.67,0
581,0.9,4,6,2,63.4,54.0,6.17,6.14,3.9,0
582,0.9,0,3,3,65.3,59.0,6.07,6.0,3.94,0
583,0.77,2,1,3,60.7,55.0,6.01,5.95,3.63,0
584,0.73,2,2,4,61.2,56.0,5.89,5.81,3.58,0
585,0.63,2,2,7,61.9,57.0,5.47,5.51,3.4,0
587,0.72,2,1,5,62.8,57.0,5.71,5.73,3.59,0
588,0.72,2,1,2,61.0,57.0,5.78,5.8,3.53,0
589,0.75,3,2,5,59.6,59.0,6.04,5.94,3.57,0
591,0.71,1,1,5,62.8,60.0,5.6,5.65,3.53,0
594,0.71,2,2,2,59.8,53.0,5.86,5.82,3.49,0
595,0.76,4,4,2,60.9,55.0,5.92,5.94,3.61,0
597,0.72,3,2,4,58.8,60.0,5.91,5.89,3.47,0
606,0.74,4,1,2,60.0,57.0,5.85,5.89,3.52,0
607,0.71,2,2,4,61.5,57.0,5.74,5.71,3.52,0
609,0.71,2,2,4,62.1,55.0,5.82,5.68,3.57,0
610,0.71,3,2,4,59.1,61.0,5.84,5.81,3.44,0
611,0.71,3,2,4,59.0,60.0,5.82,5.8,3.43,0
612,0.71,3,2,4,60.5,58.0,5.75,5.72,3.47,0
614,0.73,2,3,5,61.8,54.0,5.8,5.82,3.59,0
617,0.71,3,3,7,60.3,58.0,5.82,5.78,3.5,0
618,0.71,3,2,4,59.2,58.0,5.87,5.82,3.46,0
619,0.79,3,3,5,59.3,62.0,6.09,6.01,3.59,0
620,0.71,3,2,4,62.7,59.0,5.7,5.62,3.55,0
621,0.77,4,4,4,61.0,60.0,5.9,5.87,3.59,0
622,0.75,4,2,3,59.8,56.0,5.85,5.92,3.52,0
624,0.71,3,2,5,59.3,56.0,5.88,5.82,3.47,0
625,0.92,2,0,3,61.9,56.0,6.27,6.2,3.86,0
626,0.83,3,2,3,61.4,59.0,6.08,6.04,3.72,0
628,0.73,3,2,5,60.3,59.0,5.9,5.87,3.55,0
629,0.71,4,0,4,63.4,55.0,5.69,5.61,3.58,0
630,0.73,4,0,2,63.9,57.0,5.66,5.71,3.63,0
634,0.52,2,2,6,61.2,56.0,5.19,5.21,3.18,0
635,1.0,3,2,0,58.9,60.0,6.6,6.55,3.87,0
636,0.95,0,3,2,66.7,56.0,6.16,6.03,4.06,0
637,0.73,2,0,2,61.4,57.0,5.76,5.8,3.55,0
638,0.73,3,2,5,59.9,59.0,5.87,5.77,3.5,0
639,0.73,3,3,4,61.4,58.0,5.82,5.77,3.56,0
640,0.8,2,5,4,62.6,54.0,5.92,5.96,3.72,0
644,0.71,4,1,5,59.4,58.0,5.76,5.82,3.44,0
645,0.81,4,2,3,63.2,58.0,5.91,5.92,3.74,0
646,0.71,4,0,2,61.5,58.0,5.73,5.79,3.54,0
647,0.73,2,3,7,61.3,57.0,5.81,5.84,3.57,0
648,0.73,4,2,4,61.8,59.0,5.73,5.79,3.56,0
649,0.72,2,1,5,62.0,57.0,5.71,5.74,3.55,0
650,0.81,2,2,3,62.1,57.0,5.91,5.95,3.68,0
651,0.71,2,3,7,60.7,57.0,5.81,5.78,3.52,0
652,0.73,4,1,2,57.7,61.0,5.92,5.96,3.43,0
654,1.01,2,5,0,61.5,57.0,6.45,6.46,3.97,0
655,1.01,1,5,0,63.1,57.0,6.35,6.39,4.02,0
656,0.79,2,4,5,62.5,57.0,5.91,5.93,3.7,0
659,0.8,1,4,5,63.4,60.0,5.92,5.82,3.72,0
661,0.79,2,0,2,61.5,56.0,5.96,5.91,3.65,0
662,0.72,4,2,4,60.2,59.0,5.79,5.84,3.5,0
663,0.73,2,4,7,61.6,56.0,5.79,5.84,3.58,0
664,1.01,0,4,3,65.4,59.0,6.3,6.26,4.11,0
665,1.01,1,4,0,64.2,61.0,6.25,6.18,3.99,0
666,0.73,2,1,2,59.1,59.0,5.92,5.95,3.51,0
669,0.77,3,1,2,62.9,59.0,5.84,5.79,3.66,0
670,0.77,3,3,5,61.3,60.0,5.91,5.81,3.59,0
671,0.77,3,3,4,61.4,58.0,5.94,5.89,3.63,0
672,0.84,4,4,2,61.2,57.0,6.1,6.12,3.74,0
673,0.72,2,1,2,60.3,57.0,5.83,5.85,3.52,0
674,0.76,3,0,2,61.1,59.0,5.93,5.88,3.61,0
676,0.54,2,0,7,61.5,55.0,5.25,5.29,3.24,0
677,0.75,0,0,3,64.6,57.0,5.74,5.72,3.7,0
678,0.79,1,1,2,64.1,54.0,5.86,5.84,3.75,0
679,0.74,4,1,4,63.1,58.0,5.75,5.73,3.62,0
682,0.75,2,6,2,61.5,56.0,5.83,5.87,3.6,0
684,0.8,4,2,2,63.4,57.0,5.89,5.82,3.71,0
685,0.66,2,0,4,62.1,56.0,5.54,5.57,3.45,0
686,0.87,4,2,3,61.0,63.0,6.22,6.07,3.75,0
687,0.86,3,4,2,62.7,59.0,6.04,5.98,3.77,0
688,0.74,2,2,2,61.0,57.0,5.85,5.81,3.56,0
690,0.78,2,5,4,61.5,57.0,5.88,5.92,3.63,0
691,0.74,2,3,2,61.3,55.0,5.85,5.86,3.59,0
692,0.73,2,1,2,62.7,55.0,5.7,5.79,3.6,0
694,0.71,3,2,5,62.6,58.0,5.67,5.7,3.56,0
695,0.71,1,3,4,63.5,55.0,5.64,5.66,3.59,0
696,0.79,2,0,3,62.8,57.0,5.9,5.85,3.69,0
697,0.79,3,0,3,60.0,60.0,6.07,6.03,3.63,0
698,0.71,3,1,2,62.7,58.0,5.73,5.66,3.57,0
700,0.78,4,4,4,61.9,57.1,5.87,5.95,3.66,0
702,1.12,3,4,0,59.1,61.0,6.78,6.75,4.0,0
703,0.73,3,1,5,62.0,57.0,5.86,5.76,3.6,0
709,0.68,3,2,7,61.7,57.0,5.67,5.64,3.49,0
710,0.73,4,2,5,62.5,57.0,5.7,5.75,3.58,0
711,1.03,1,6,2,63.6,57.0,6.38,6.29,4.03,0
712,0.74,3,0,5,62.4,57.0,5.8,5.74,3.6,0
713,0.98,0,1,3,53.3,67.0,6.82,6.74,3.61,0
714,1.02,0,5,2,53.0,63.0,6.84,6.77,3.66,0
715,1.0,0,3,3,67.8,61.0,5.96,5.9,4.02,0
716,1.02,2,4,3,61.6,55.0,6.49,6.43,3.98,0
717,0.6,2,2,7,60.8,57.0,5.44,5.49,3.32,0
718,0.8,2,3,3,61.6,56.0,5.97,6.01,3.69,0
719,0.97,2,2,0,60.7,56.0,6.43,6.41,3.9,0
720,1.0,0,5,2,67.9,62.0,6.19,6.03,4.15,0
723,0.36,2,4,2,61.9,55.0,4.57,4.59,2.83,0
730,0.32,1,1,5,64.1,54.0,4.34,4.37,2.79,0
731,0.31,2,5,6,61.6,55.0,4.36,4.41,2.7,0
732,0.31,2,5,6,61.3,56.0,4.36,4.38,2.68,0
733,0.31,2,5,6,62.3,54.0,4.37,4.4,2.73,0
734,0.31,2,5,6,62.0,54.0,4.37,4.4,2.72,0
735,0.31,2,5,6,62.7,53.0,4.33,4.35,2.72,0
736,0.31,2,5,6,62.2,53.0,4.36,4.38,2.72,0
737,0.31,2,3,5,62.2,53.6,4.32,4.35,2.7,0
738,0.31,2,4,4,61.6,54.8,4.35,4.37,2.69,0
739,0.31,2,4,4,61.8,54.2,4.33,4.37,2.69,0
740,0.33,3,3,3,59.4,59.0,4.52,4.5,2.68,0
741,0.33,3,2,3,62.3,58.0,4.43,4.4,2.75,0
742,0.33,3,3,3,62.6,58.0,4.42,4.4,2.76,0
743,0.33,2,3,3,61.9,56.0,4.45,4.41,2.74,0
744,0.33,3,2,3,63.0,58.0,4.42,4.4,2.78,0
745,0.33,3,6,4,62.8,58.0,4.41,4.38,2.76,0
746,0.33,3,6,4,61.5,61.0,4.46,4.39,2.72,0
747,0.33,2,6,4,62.1,55.0,4.44,4.41,2.75,0
748,0.33,2,5,2,63.0,57.0,4.39,4.37,2.76,0
749,0.33,1,5,2,63.6,53.0,4.43,4.4,2.81,0
750,0.33,3,5,2,60.4,59.0,4.54,4.5,2.73,0
751,1.0,0,4,3,66.1,56.0,6.21,5.97,4.04,0
752,0.77,3,2,2,60.8,59.0,5.92,5.86,3.58,0
753,0.77,3,2,2,61.0,58.0,5.94,5.9,3.61,0
755,0.9,4,3,3,63.1,58.0,6.08,6.02,3.82,0
756,0.72,2,1,2,62.3,57.0,5.76,5.7,3.57,0
757,0.9,3,5,5,61.9,59.0,6.2,6.14,3.82,0
758,0.72,3,1,2,62.1,58.0,5.76,5.73,3.57,0
760,0.81,4,2,2,61.3,57.0,6.02,6.05,3.7,0
761,0.81,4,2,2,61.7,57.0,6.0,6.05,3.72,0
762,0.71,3,1,5,61.0,60.0,5.76,5.69,3.49,0
764,0.71,3,1,5,61.5,60.0,5.76,5.68,3.52,0
765,0.71,4,1,5,63.5,59.0,5.68,5.59,3.58,0
766,0.92,3,6,2,62.9,58.0,6.22,6.18,3.9,0
767,0.76,2,1,2,62.7,54.0,5.88,5.83,3.67,0
768,0.73,2,0,2,61.5,56.0,5.84,5.8,3.58,0
769,0.71,3,0,5,60.4,62.0,5.74,5.72,3.46,0
771,0.9,0,3,3,64.5,56.0,6.06,6.0,3.89,0
772,0.71,0,0,5,56.9,65.0,5.89,5.84,3.34,0
775,0.77,3,2,4,60.9,60.0,5.91,5.88,3.59,0
776,0.71,2,3,4,61.5,56.0,5.74,5.78,3.54,0
778,0.75,0,2,4,55.8,70.0,6.09,5.98,3.37,0
779,0.83,3,1,3,59.2,60.0,6.17,6.12,3.64,0
780,0.71,4,2,5,61.3,61.0,5.68,5.73,3.5,0
781,0.9,4,6,3,63.6,58.0,6.07,6.1,3.87,0
782,0.6,2,1,7,61.9,54.9,5.41,5.44,3.35,0
783,0.71,3,0,4,62.9,57.0,5.66,5.6,3.54,0
784,0.53,2,2,6,61.4,57.0,5.23,5.2,3.2,0
785,0.71,3,0,2,60.7,58.0,5.95,5.78,3.56,0
788,0.9,3,5,2,63.0,58.0,6.09,6.01,3.81,0
791,0.66,3,0,4,61.0,58.0,5.67,5.57,3.43,0
793,0.8,4,2,2,62.6,58.0,5.9,5.92,3.7,0
794,0.8,4,0,3,62.5,59.0,5.88,5.92,3.69,0
795,0.79,3,2,2,62.3,54.0,5.97,5.91,3.7,0
796,0.71,4,2,6,63.2,60.0,5.65,5.61,3.56,0
799,0.79,3,4,4,60.0,60.0,6.07,5.99,3.64,0
801,1.22,3,1,0,60.9,57.0,6.93,6.88,4.21,0
802,1.01,0,1,3,67.6,57.0,6.21,6.11,4.18,0
803,0.73,3,1,5,62.5,61.0,5.78,5.64,3.59,0
805,0.71,2,0,2,60.8,56.0,5.8,5.77,3.52,0
806,0.83,3,3,2,62.3,58.0,6.01,5.97,3.73,0
807,0.84,3,2,3,62.3,59.0,6.06,6.01,3.76,0
808,0.71,3,0,2,61.0,61.0,5.82,5.75,3.53,0
809,0.71,3,0,2,59.7,59.0,5.82,5.8,3.47,0
810,0.71,3,0,2,61.7,56.0,5.8,5.68,3.54,0
811,0.71,2,0,2,61.7,57.0,5.75,5.7,3.53,0
812,0.71,3,0,2,61.4,58.0,5.79,5.75,3.54,0
813,0.71,3,0,2,60.6,58.0,5.79,5.77,3.5,0
815,0.9,3,6,5,59.8,62.0,6.24,6.21,3.72,0
816,0.71,3,4,7,61.5,62.0,5.74,5.68,3.51,0
817,0.71,3,1,2,59.1,61.0,5.84,5.8,3.44,0
818,0.72,2,2,5,59.5,57.0,5.91,5.86,3.5,0
819,0.72,3,1,2,60.9,60.0,5.78,5.74,3.51,0
820,0.71,2,1,5,61.0,55.0,5.79,5.75,3.52,0
821,0.81,2,1,3,60.3,57.0,6.07,6.04,3.65,0
822,0.83,4,5,5,61.6,58.0,6.05,6.07,3.73,0
823,0.73,3,0,2,60.8,55.0,5.87,5.81,3.55,0
824,0.56,4,0,6,62.0,56.0,5.25,5.3,3.27,0
825,0.56,4,0,6,61.8,55.0,5.27,5.31,3.27,0
826,0.71,2,1,4,62.2,55.0,5.74,5.7,3.56,0
828,0.96,3,5,2,61.3,58.0,6.39,6.3,3.89,0
829,0.71,4,4,6,62.9,57.0,5.67,5.69,3.57,0
831,0.71,2,4,6,60.4,57.0,5.78,5.81,3.5,0
832,0.8,3,4,5,61.2,53.0,6.05,5.98,3.68,0
833,0.95,3,2,3,58.4,57.0,6.49,6.41,3.77,0
835,0.52,2,2,6,61.2,56.0,5.21,5.19,3.18,0
839,0.8,2,3,2,61.3,57.0,5.96,5.91,3.64,0
840,0.96,0,2,3,68.2,61.0,6.07,5.88,4.1,0
841,0.72,2,5,4,62.4,55.0,5.72,5.75,3.58,0
843,0.79,3,1,3,61.0,58.0,5.96,5.9,3.62,0
844,0.75,4,1,2,63.1,56.0,5.78,5.7,3.62,0
845,1.08,3,0,0,61.9,60.0,6.55,6.48,4.03,0
846,0.72,2,1,2,60.8,55.0,5.77,5.84,3.53,0
848,0.73,2,3,7,61.3,57.0,5.84,5.81,3.57,0
849,0.72,2,4,7,60.9,57.0,5.79,5.77,3.52,0
850,0.52,3,2,7,61.8,60.0,5.16,5.13,3.18,0
851,0.83,2,1,3,62.2,57.0,6.0,6.05,3.75,0
853,0.8,2,3,2,62.5,57.0,5.94,5.9,3.7,0
854,0.74,2,4,2,62.1,56.0,5.77,5.83,3.6,0
855,0.72,2,2,2,61.5,56.0,5.72,5.79,3.54,0
857,0.73,3,1,4,61.3,59.0,5.81,5.78,3.55,0
858,1.04,3,5,0,61.6,61.0,6.47,6.45,3.98,0
859,0.73,4,1,2,61.3,58.0,5.76,5.83,3.55,0
860,0.73,1,1,2,63.6,57.0,5.7,5.72,3.63,0
861,0.9,3,6,2,62.8,59.0,6.13,6.03,3.82,0
862,0.75,2,5,2,61.8,55.0,5.83,5.85,3.61,0
863,0.79,2,3,2,62.6,55.0,5.91,5.95,3.71,0
865,0.75,4,0,2,60.7,55.0,5.87,5.92,3.58,0
866,1.02,2,5,0,61.7,56.0,6.44,6.49,3.99,0
873,0.72,4,1,5,58.3,57.0,5.89,5.94,3.45,0
874,0.74,2,1,2,62.3,58.0,5.74,5.78,3.59,0
875,0.84,1,3,2,65.1,55.0,5.88,5.97,3.86,0
876,0.76,4,2,5,62.0,58.0,5.8,5.86,3.62,0
877,0.77,4,1,2,63.2,58.0,5.8,5.84,3.68,0
878,0.76,2,1,3,62.8,56.0,5.78,5.82,3.64,0
879,1.0,2,5,3,61.7,56.0,6.45,6.41,3.97,0
880,1.0,0,4,2,65.5,62.0,6.14,6.07,4.0,0
881,0.9,0,5,2,65.7,58.0,6.03,6.0,3.95,0
882,0.9,3,6,2,61.8,58.0,6.16,6.13,3.8,0
883,0.9,1,6,2,64.0,61.0,6.0,5.96,3.83,0
884,0.9,0,5,2,65.3,61.0,5.98,5.94,3.89,0
885,0.9,0,5,2,65.8,56.0,6.01,5.96,3.94,0
886,0.9,3,6,2,60.9,61.0,6.26,6.22,3.8,0
887,0.78,3,2,5,62.6,58.0,5.91,5.82,3.67,0
888,0.71,3,0,5,61.2,59.0,5.69,5.74,3.5,0
896,1.0,0,4,3,67.7,60.0,6.11,5.98,4.09,0
897,0.77,2,4,2,62.4,56.0,5.84,5.9,3.66,0
898,1.0,0,6,4,65.5,55.0,6.3,6.25,4.11,0
899,1.0,0,5,2,66.3,61.0,6.08,6.03,4.01,0
900,1.0,0,4,3,69.5,55.0,6.17,6.1,4.26,0
901,0.73,3,1,4,62.6,60.0,5.68,5.75,3.58,0
902,0.79,3,1,5,60.6,53.0,6.04,5.98,3.64,0
903,0.72,4,4,4,62.2,54.0,5.74,5.76,3.57,0
904,0.71,2,1,4,62.4,56.0,5.75,5.7,3.57,0
905,0.74,2,3,5,62.3,55.0,5.8,5.83,3.62,0
908,0.79,4,2,2,62.8,59.0,5.86,5.89,3.69,0
909,0.79,4,2,2,62.7,60.0,5.82,5.89,3.67,0
910,0.79,4,0,3,59.7,58.0,6.0,6.07,3.6,0
911,0.71,2,5,5,61.5,55.0,5.76,5.78,3.55,0
912,0.79,2,2,2,62.8,56.0,5.88,5.9,3.7,0
913,0.73,4,2,2,61.4,56.0,5.81,5.86,3.58,0
914,0.63,3,1,1,60.3,62.0,5.55,5.53,3.34,0
916,0.71,3,2,4,62.7,58.0,5.71,5.67,3.57,0
917,0.84,2,3,3,61.0,56.0,6.13,6.1,3.73,0
918,0.84,2,3,3,62.3,55.0,6.08,6.03,3.77,0
919,1.02,2,6,3,60.3,54.0,6.53,6.5,3.93,0
920,0.72,0,2,4,56.9,69.0,5.93,5.77,3.33,0
921,0.72,2,2,4,62.0,56.0,5.76,5.73,3.56,0
922,0.92,4,6,3,58.7,61.0,6.34,6.43,3.75,0
923,0.74,4,0,2,63.9,57.0,5.72,5.74,3.66,0
925,0.71,4,1,5,60.0,59.0,5.84,5.83,3.5,0
926,1.05,3,4,0,62.0,59.0,6.5,6.47,4.02,0
928,0.54,2,2,6,61.8,56.0,5.23,5.26,3.24,0
929,0.73,3,2,5,59.9,58.0,5.87,5.84,3.51,0
930,0.88,0,2,2,56.6,65.0,6.39,6.32,3.6,0
931,0.73,3,2,5,58.7,57.0,5.97,5.92,3.49,0
932,0.72,2,0,2,61.8,56.0,5.75,5.81,3.57,0
933,0.9,1,4,3,62.7,64.0,6.09,6.0,3.79,0
934,0.9,0,4,3,65.0,61.0,6.01,5.96,3.89,0
935,1.03,0,5,3,65.3,55.0,6.32,6.27,4.11,0
936,0.84,4,2,2,63.8,57.0,5.95,6.0,3.81,0
937,1.01,3,5,2,62.7,60.0,6.36,6.27,3.96,0
938,0.77,2,0,3,61.5,55.0,5.9,5.93,3.64,0
939,0.8,0,1,2,56.3,63.0,6.22,6.14,3.48,0
940,0.9,0,0,3,66.9,57.0,6.02,5.9,3.99,0
941,0.73,2,1,2,61.4,56.0,5.79,5.81,3.56,0
942,0.72,2,1,2,62.7,55.0,5.64,5.69,3.55,0
943,0.71,4,0,2,62.4,54.0,5.71,5.79,3.59,0
945,0.79,2,5,4,61.7,59.0,5.93,5.96,3.67,0
946,0.72,4,3,7,62.5,58.0,5.68,5.72,3.56,0
949,0.9,1,4,3,63.5,58.0,6.09,6.14,3.88,0
950,0.71,4,2,4,62.8,56.0,5.69,5.72,3.58,0
951,0.5,2,1,7,62.2,54.0,5.08,5.12,3.17,0
952,0.5,2,1,7,62.2,54.0,5.09,5.11,3.17,0
953,0.74,2,2,2,61.2,56.0,5.83,5.87,3.58,0
954,0.77,3,2,5,61.8,56.0,5.94,5.9,3.66,0
955,0.77,3,1,2,59.8,61.0,5.99,5.95,3.57,0
956,0.8,2,2,2,61.5,54.0,6.07,6.0,3.71,0
957,0.8,2,2,2,62.4,57.0,5.9,5.87,3.67,0
958,0.8,3,2,2,61.5,60.0,5.97,5.94,3.66,0
959,0.8,1,2,2,63.8,59.0,5.87,5.83,3.73,0
960,0.66,2,3,6,61.5,56.0,5.61,5.58,3.44,0
961,0.71,4,1,5,61.2,58.0,5.71,5.79,3.52,0
962,0.71,2,2,5,61.2,56.0,5.73,5.77,3.52,0
963,0.71,2,1,5,61.6,56.0,5.74,5.76,3.54,0
964,0.71,2,1,5,62.7,56.0,5.71,5.75,3.59,0
965,0.72,2,0,2,61.1,56.0,5.78,5.81,3.54,0
966,0.71,1,0,5,62.3,61.0,5.7,5.73,3.56,0
967,0.86,2,4,3,61.8,55.0,6.12,6.14,3.79,0
968,1.19,0,4,0,65.1,59.0,6.62,6.55,4.29,0
969,0.71,4,2,4,62.6,55.0,5.66,5.71,3.56,0
971,0.71,2,3,7,61.5,57.0,5.73,5.75,3.53,0
972,0.75,2,2,5,62.5,57.0,5.78,5.83,3.63,0
974,0.8,2,3,3,62.5,55.0,5.89,5.92,3.69,0
978,0.81,4,1,3,62.4,57.0,5.91,5.99,3.71,0
979,0.81,2,3,3,62.2,57.0,5.96,6.0,3.72,0
980,0.76,2,2,2,61.4,56.0,5.88,5.92,3.62,0
981,0.71,4,3,5,60.9,56.0,5.75,5.78,3.51,0
984,0.74,4,3,4,59.8,58.0,5.85,5.89,3.51,0
985,0.77,4,3,5,61.3,60.0,5.81,5.91,3.59,0
986,0.77,4,3,5,58.3,63.0,6.0,6.05,3.51,0
987,0.53,2,2,6,61.6,56.0,5.18,5.24,3.21,0
988,0.79,2,0,2,61.5,56.0,5.91,5.96,3.65,0
989,0.73,2,1,3,61.5,55.0,5.82,5.86,3.59,0
990,0.77,2,0,3,62.1,56.0,5.83,5.89,3.64,0
991,0.77,3,1,2,60.9,58.0,5.94,5.88,3.6,0
992,1.01,4,5,0,63.1,57.0,6.39,6.35,4.02,0
993,1.01,2,5,0,61.5,57.0,6.46,6.45,3.97,0
994,0.6,4,0,7,60.6,57.0,5.48,5.51,3.33,0
995,0.76,3,1,2,61.1,58.0,5.91,5.85,3.59,0
996,0.54,2,0,7,61.4,52.0,5.3,5.34,3.26,0
997,0.72,2,1,2,62.5,55.0,5.69,5.74,3.57,0
998,0.72,1,2,4,59.4,61.0,5.82,5.89,3.48,0
999,0.74,3,0,5,61.8,58.0,5.81,5.77,3.58,0
1000,1.12,3,6,3,60.6,59.0,6.68,6.61,4.03,0
1001,0.75,2,0,2,62.3,55.0,5.83,5.8,3.62,0
1002,0.77,2,0,2,62.6,57.0,5.92,5.81,3.67,0
1003,0.98,1,4,3,57.9,56.0,6.51,6.47,3.76,0
1004,0.79,2,3,2,61.1,57.0,5.98,5.93,3.64,0
1005,0.79,2,3,2,62.3,57.0,5.9,5.85,3.66,0
1006,0.79,2,3,2,62.3,57.0,5.9,5.85,3.66,0
1007,0.79,2,3,2,62.3,57.0,5.9,5.85,3.66,0
1008,0.79,2,3,2,62.3,57.0,5.9,5.85,3.66,0
1009,0.79,2,3,2,62.3,57.0,5.9,5.85,3.66,0
1012,0.72,3,0,4,62.7,58.0,5.68,5.65,3.55,0
1013,0.8,3,2,2,62.7,58.0,5.91,5.93,3.71,0
1014,0.81,2,1,3,63.0,56.0,5.95,5.9,3.73,0
1015,0.81,3,1,3,62.5,59.0,5.97,5.9,3.71,0
1016,0.74,2,1,5,61.9,57.0,5.81,5.78,3.59,0
1017,0.73,3,1,5,62.0,60.0,5.76,5.73,3.56,0
1018,0.73,2,1,5,61.4,55.0,5.82,5.8,3.57,0
1019,0.75,2,3,2,61.6,55.0,5.82,5.86,3.6,0
1020,0.71,0,1,5,64.6,59.0,5.62,5.59,3.62,0
1021,0.71,3,1,5,59.6,60.0,5.85,5.8,3.47,0
1022,0.75,3,0,2,62.8,60.0,5.78,5.74,3.62,0
1023,0.75,2,0,2,62.3,57.0,5.83,5.8,3.62,0
1024,0.72,2,0,2,61.9,55.0,5.78,5.75,3.57,0
1025,0.72,3,0,2,61.4,59.0,5.79,5.71,3.53,0
1026,0.72,3,1,5,61.1,59.0,5.8,5.75,3.53,0
1027,0.79,4,2,2,63.0,54.0,5.91,5.94,3.73,0
1028,0.79,4,0,3,62.8,57.0,5.85,5.9,3.69,0
1034,0.71,4,3,5,62.1,58.0,5.65,5.71,3.53,0
1035,0.86,4,5,4,61.2,58.0,6.1,6.16,3.75,0
1036,0.53,2,0,6,62.5,54.0,5.16,5.21,3.24,0
1038,0.95,1,5,3,63.8,57.0,6.23,6.13,3.94,0
1040,0.74,4,0,5,62.4,57.0,5.74,5.8,3.6,0
1041,0.8,2,5,4,62.2,58.0,5.92,5.95,3.69,0
1042,0.74,1,1,2,62.8,61.0,5.74,5.76,3.61,0
1043,0.61,2,1,7,62.4,53.9,5.42,5.43,3.38,0
1044,0.61,2,1,7,62.4,53.6,5.42,5.45,3.39,0
1045,0.61,2,1,7,62.1,54.2,5.43,5.45,3.38,0
1046,0.72,2,4,6,62.8,57.0,5.68,5.72,3.58,0
1048,0.71,2,2,4,61.9,56.0,5.7,5.74,3.54,0
1049,0.79,2,3,2,60.3,60.0,5.98,6.02,3.62,0
1050,0.72,2,1,2,62.6,56.0,5.7,5.73,3.58,0
1051,0.33,2,3,3,62.9,55.0,4.46,4.41,2.79,0
1052,0.39,2,4,3,61.5,57.0,4.66,4.7,2.88,0
1053,0.32,2,0,2,61.3,55.0,4.41,4.46,2.72,0
1054,0.25,3,2,4,61.2,59.0,4.05,4.02,2.47,0
1055,0.25,1,2,4,63.6,57.0,4.04,4.01,2.56,0
1056,0.25,3,1,4,60.7,59.0,4.13,4.11,2.5,0
1057,0.25,3,1,4,61.5,60.0,4.04,4.02,2.48,0
1058,0.31,3,5,5,60.8,58.0,4.37,4.34,2.65,0
1059,0.31,3,5,5,59.8,60.0,4.42,4.38,2.63,0
1060,0.31,4,5,5,63.2,55.0,4.4,4.3,2.75,0
1061,0.31,3,5,5,62.3,57.0,4.35,4.32,2.7,0
1062,0.31,3,4,2,58.7,60.0,4.47,4.43,2.61,0
1063,0.31,3,4,2,62.7,58.0,4.34,4.31,2.71,0
1064,0.31,2,1,3,61.7,56.0,4.4,4.35,2.7,0
1065,0.31,2,1,3,60.1,57.0,4.44,4.41,2.66,0
1066,0.31,2,1,3,61.3,55.0,4.37,4.34,2.67,0
1067,0.31,3,5,5,60.8,60.0,4.42,4.37,2.67,0
1068,0.31,2,5,5,59.9,57.0,4.4,4.38,2.63,0
1069,0.31,3,5,5,59.9,60.0,4.44,4.41,2.65,0
1070,0.31,3,5,5,61.1,58.0,4.38,4.36,2.67,0
1071,0.31,3,5,5,60.7,61.0,4.34,4.32,2.63,0
1072,0.31,4,5,5,63.1,54.0,4.34,4.31,2.73,0
1073,0.31,3,5,5,62.3,60.0,4.32,4.31,2.69,0
1074,0.31,3,4,2,61.7,59.0,4.39,4.36,2.7,0
1075,0.31,3,4,2,61.0,61.0,4.39,4.33,2.66,0
1076,0.31,1,4,2,63.6,57.0,4.31,4.28,2.73,0
1077,0.31,3,4,2,62.4,57.0,4.35,4.31,2.7,0
1078,0.31,3,4,2,62.8,58.0,4.32,4.28,2.7,0
1079,0.31,2,4,2,62.9,56.0,4.31,4.27,2.7,0
1080,0.31,3,1,3,60.9,60.0,4.38,4.35,2.66,0
1082,0.73,2,5,4,61.5,55.0,5.8,5.84,3.58,0
1085,0.71,2,4,4,61.2,56.0,5.76,5.81,3.54,0
1086,0.71,2,4,4,61.9,56.0,5.7,5.74,3.54,0
1087,0.9,2,5,3,61.9,57.0,6.19,6.13,3.81,0
1088,0.71,4,0,4,62.9,57.0,5.6,5.66,3.54,0
1089,1.05,3,5,3,58.3,57.0,6.72,6.67,3.9,0
1090,0.59,2,1,7,61.1,57.0,5.39,5.41,3.3,0
1091,0.71,2,3,5,60.6,56.0,5.76,5.8,3.5,0
1092,0.77,1,2,5,60.3,61.0,5.89,5.96,3.57,0
